instance_id,título,text
90T23P,Castillo de Vilasacra,El Castillo de Vilasacra o Castillo Palacio del Abad es un antiguo monasterio que se encuentra situado en el pueblo de Vilasacra en la comarca del Alto Ampurdán. Era un monasterio que pertenecía a la orden benedictina de San Pedro de Roda. Se ha rehabilitado y desde 2011 acoge el Ayuntamiento.[2]​ 
M38MW3,par (Unix),"El programa de ordenador par es una utilidad de formateo de texto para sistemas operativos Unix y similares a Unix, escrita por Adam M. Costello como sustituto del comando fmt. Par reformatea párrafos de texto para ajustarlos a una longitud de línea determinada de forma óptima, manteniendo intactos los prefijos y sufijos, lo que resulta útil para formatear comentarios de código fuente. También entiende las convenciones comúnmente utilizadas para citar en las respuestas de correo electrónico, y es capaz de reformatear inteligentemente estos varios niveles de profundidad, mientras que vuelve a envolver el texto que citan. Par puede ser invocado desde editores de texto como Vim o Emacs. Para soportar Unicode, par necesita ser compilado con un parche que añada soporte para caracteres multibyte, típicamente, codificación UTF-8. A diferencia de fmt, par también soporta justificación de texto. "
HGZ3YU,Ernesto Mejía,"Ernesto Antonio Mejía Alvarado (Guanare, 2 de diciembre de 1985), es un beisbolista profesional venezolano que juega en la posición de primera base, participa en la Liga Venezolana de Béisbol Profesional con las Águilas del Zulia. Si bien sus inicios fueron con los Navegantes del Magallanes, llegó en el año 2009 al equipo rapaz junto con el infielder Wladimir Sutil a cambio del infielder Andrés Eloy Blanco. "
HW0FYZ,Catedral del Santo Nombre de Jesús (Fianarantsoa),"La Catedral del Santo Nombre de Jesús[1]​ (en malgache: Katedraly ny Anarana Masin'i Jesoa; en francés: Cathédrale du Saint-Nom-de-Jésus de Fianarantsoa) es el nombre que recibe un edificio religioso que funciona como una catedral de la Iglesia católica y está ubicado en la localidad de Fianarantsoa, un pueblo en las tierras altas del país africano e insular de Madagascar. 
Está situada específicamente en la Rue du Rova (Calle Rova), en el casco antiguo, y es la sede de la arquidiócesis de Fianarantsoa (en latín: Archidioecesis Fianarantsoaensis).  "
73IM6H,Fernando el de Triana,"Fernando Rodríguez Gómez, más conocido por Fernando el de Triana o Fernando «El de Triana» (Sevilla, 15 de abril[1]​ de 1867  - Camas, 7 de septiembre de 1940) fue un escritor, libretista, cantaor y guitarrista flamenco español.[1]​ Nacido en Sevilla, en el barrio de San Luis, aunque siempre señaló su condición trianera, era hijo de Joaquín Rodríguez Jiménez y la hija del guitarrista El Cachinero, Ana Gómez Pérez.[1]​ Fue conocido como el Decano del Cante Jondo[2]​ y su potente voz, brusca, enérgica y profunda, daba un aire trágico a sus solemnes malagueñas, las seguiriyas, soleás, tarantas y fandangos.[3]​ El barrio sevillano de Triana fue el espacio donde se desarrolló su trayectoria inicial como artista con gran éxito. Formó compañía propia y no solo cantó y tocó la guitarra con maestría, sino que fue conferenciante y divulgador del flamenco.[3]​ Durante un tiempo se estableció en Nador (Marruecos), donde tuvo un restaurante y, más tarde, volvió a Andalucía, Coria del Río.[2]​ Allí empezó a trabajar en el que es el primer libro sobre flamenco escrito por uno de sus intérpretes, Arte y artistas flamencos, editado en Madrid en 1935 (reeditado en 2010) y presentado en el Teatro Español de la capital de España con el espectáculo Exaltación del Arte Flamenco, con Antonia Mercé y Manuel Machado, entre otros presentes, leyendo textos propios para, después, interpretarse un cuadro flamenco organizado por Ángel Pericet, seguido de otros artistas y, cerrando, el baile de La Argentina.[3]​ La obra recoge las biografías de varios de sus contemporáneos y antecesores, así como gran cantidad de material gráfico, muy escaso sobre esa época.[1]​ Se considera una obra fundamental para conocer la historia del flamenco. El crítico, Manuel Bohórquez, autor de una biografía sobre Fernando, señala que «sin ese libro no sabríamos ni la mitad de lo que sabemos sobre los creadores de lo que hoy conocemos por flamenco».[1]​ Después de Coria, marchó a Camas y abrió una pequeña taberna, La Sonanta, donde recogió sus recuerdos y pocas posesiones y falleció en la miseria en 1940.[1]​ "
HMD79G,Anexo:Gabinete de Carlos Julio Arosemena Tola,Fuente:[11]​  
XU5D0W,Patyków,"Patyków [pronunciación en polaco: /paˈtɨkuf/] es un pueblo ubicado en el distrito administrativo de Gmina Sulmierzyce, dentro del condado de Pajęczno, Voivodato de Łódź, en el centro de Polonia. [1]​ "
0GQI07,Same Ol' Story,"(La misma historia en español) Same Ol' Story o Same Ol' Fuckin' Story (la misma vieja misma historia En español) Es el primer sencillo mundial de Cyndi Lauper para su álbum Bring ya to the brink. Segundo después de Set Your Heart en Japón. La canción nos habla sobre su vuelta a los clubes de baile, donde se pueden reconocer fácilmente en la frase ""Still got my feet on tie to the beat yeah"" (Todavía tengo mis pies atados al ritmo sí). La canción fue lanzada en ITunes Store y Amazon.com. En agosto de 2009, la canción ha vendido 5.000 descargas en los EE. UU. Fue N.º 1 en el Billboard Hot Dance Club Play. Cosa que no había logrado desde Girls Just Want to Have Fun y que volvió a conseguir con su siguiente sencillo Into the Nightlife "
82NTUZ,Guadalupe Valdez,"Guadalupe Valdez San Pedro (n. Ciudad de México, 22 de septiembre de 1957) economista y política de la República Dominicana. Fue diputada nacional en el 2010 a 2016, por el partido Alianza Por la Democracia. En 2016, fue presentada como candidata a diputada por la circunscripción No. 1 del Distrito Nacional por la Alianza Electoral por el Cambio Democrático, encabezada por el partido Alianza País, entre los movimientos y organización políticas. Valdez nació en Ciudad de México; sus padres son Nicolás Quírico Valdez, un activista laboral dominicano que tuvo que salir al exiliio de la República Dominicana hacia México, y Lucía San Pedro, una mexicana. Su padre fue considerado un comunista y expulsado de México por lo que tuvo que asilarse en la URSS. Valdez fue criada en la casa de su abuela materna. Tras la caída de la dictadura de Rafael Leónidas Trujillo en 1961, Lucía San Pedro se mudó a Santo Domingo con sus sus niños, incluyendo Guadalupe, para reencontrarse con su marido que regresaría del exilio.[1]​ En 2010, Valdez fue elegida miembro de la Cámara de Diputados de la República Dominicana.[2]​ La Organización de las Naciones Unidas para la Alimentación y la Agricultura (FAO) como embajadora especial Hambre Cero. La economista y exdiputada nacional afirmó que su lucha para erradicar el hambre y la malnutrición es un compromiso ético innegociable. 3. [1] "
381WQX,Mijaíl Beloúsov,"Mijaíl Prokófievich Beloúsov (en ruso: Михаил Прокофьевич Белоусов; 12 de noviembre de 1904 en Rostov del Don - 19 de mayo de 1946)[1]​ fue un capitán de barco, nombrado Héroe de la Unión Soviética. Entre 1940-1946 estuvo al mando de la flota del Ártico de la URSS. Se graduó en la rama naval politécnica en Rostov del Don.[1]​ Desde 1924 trabajó como marinero, y luego como timonel de buques en la cuenca de Extremo oriente. En 1928 se unió al Partido Comunista de la Unión Soviética. En 1929 participó en el conflicto Chino-Soviético de 1929 por el Transmanchuriano.[1]​[2]​ En 1932 es nombrado Capitán del barco “Voljovstroi” («Волховстрой»). En 1935 por recomendación del Comité Central del Komsomol es transferido al norte y fue nombrado capitán rompehielos Krassin. Entre 1937 y 1940 dirigió la navegación de los buques en el sector oriental de la Ruta del Mar del Norte. Entre 1939 y 1940 fue capitán el rompehielos Iósif Stalin (""Sibir"" - «Сибирь»), haciendo en una sola temporada dos navegaciones transversales en la Ruta del Mar del Norte, desde el puerto de Murmansk hasta el golfo de Anádyr en la región de Chukotka.[1]​ En 1940, al mando del rompehielos Iósif Stalin rescató en plena noche ártica al Rompehielos Gueorgui Sedov («Георгий Седов») que había estado atrapado en el hielo artíco durante 27 meses en una expedición científica dirigida por I.D. Papanin (И. Д. Папанин).[3]​[1]​[2]​ Por su trabajo ejemplar en las tareas de mando, así como su coraje y heroísmo, en la Orden Nº 391 del Presídium del Sóviet Supremo de 3 de febrero de 1940, nombra al capitán del rompehielos “Josef Stalin”, Mijail Belousov, Héroe de la Unión Soviética, le otorga la Orden de Lenin, así como la Medalla de la Estrella de Oro.[1]​ Así mismo el rompehielos Iósif Stalin recibió la Orden de Lenin.[1]​ Con posterioridad, fue nombrado Jefe de la Administración Marina del Estado en la ruta del Mar del Norte. Durante la Segunda Guerra Mundial, dirigió la navegación en el Ártico con su flota de rompehielos, teniendo como destacada misión el aprovisionamiento de las tropas por mar.[1]​[2]​ Fue enterrado en el cementerio Novodevichi en Moscú.[1]​ En honor al capitán Belousov se le puso el nombre a un cabo de la isla Ziegler en el Mar de Barents, otro en la Antártida, y se bautizó con su nombre a dos navíos de la Flota soviética en 1946 y 1953.[1]​ "
89IT65,Josh fight," Josh fight (la pelea de los Joshes) fue un meme de internet viral, lucha falsa, y una captación de fondos en Air Park en Lincoln, Nebraska, el 24 de abril de 2021. El evento fue originalmente ideado por un estudiante de ingeniería civil llamado Josh Swain de Tucson, Arizona el 24 de abril de 2020.[1]​[2]​ Obtuvo popularidad después de que un screenshot de un chat de grupo de Facebook Messenger que implicaba a varios usuarios llamados Josh Swain se extendiera ampliamente en el internet.[3]​ Swain alentó a los participantes del chat a reunirse en un par de coordenadas y competir por el derecho de usar el nombre Josh. El evento, aunque inicialmente pretendía ser una broma, atrajo a una multitud de casi mil personas el día de su realización. A pesar del título, la reunión fue alegre y no hubo violencia real involucrada. [4]​ [5]​ El periódico The Wall Street Journal escribió que el evento se convirtió en un ""fenómeno de noticias global"". [6]​ El 24 de abril de 2020, varios usuarios de Facebook Messenger llamados Josh Swain fueron añadidos a un chat de grupo que dice, – Probablemente se estén preguntando porqué los he reunido a todos aquí hoy. – ¿Porque todos compartimos los mismos nombres...? – Precisamente, 24/4/2021, 12:00 PM, nos encontramos en estas coordenadas, (40°49′20″N 96°47′54″O﻿ / ﻿40.8223286, -96.7982002) peleamos, quién sea que gane puede mantener el nombre, todos los demás tienen que cambiar su nombre, tienen un año para prepararse, buena suerte. Swain explicó que la idea del evento surgió por el aburrimiento del confinamiento por la pandemia de COVID-19 y por la frustración de no poder recibir un perfil de usuario exclusivo en las redes sociales debido a la alta frecuencia de personas que compartían su nombre, pero que no esperaba que la invitación se volviera viral. there can only be one https://pic.twitter.com/VPamxjJ0yL 2020-04-24[7]​ Swain publicó una captura de pantalla de la conversación en Twitter el mismo día. El tuit recibió 64 mil me gusta y 21 mil retuits en dos semanas. [2]​[7]​  Aunque Swain dijo que el tuit era ""completamente una broma"", la conversación se convirtió en un meme en las redes sociales. [8]​ [9]​ Días antes del evento, Swain acudió a Reddit para anunciar una recaudación de fondos para el evento en beneficio de la Fundación Children's Hospital & Medical Center (CH&MC) en Omaha, junto con una solicitud de alimentos no perecederos para iniciar una campaña de recolección de alimentos para el Banco de Alimentos de Lincoln.[2]​[8]​[10]​ En la misma publicación, Swain también alentó a los asistentes a traer fideos de piscina como armas falsas para la pelea planeada. Swain eligió Lincoln, Nebraska como lugar para el evento debido a su ubicación central dentro de los Estados Unidos, con las coordenadas específicas elegidas al azar en una propiedad privada. El dueño de la propiedad, sin embargo, no estuvo de acuerdo en organizar 'un evento tan ridículo', [4]​ y como tal, la pelea fue reubicada en Air Park aproximadamente a 4.2 km de distancia. [11]​ [12]​ El día elegido, casi mil personas, incluidas al menos 50 llamadas Josh, se reunieron en Air Park. [2]​[5]​[13]​ Los asistentes llegaron desde lugares tan lejanos como Nueva York, Washington y Texas, algunos vestidos con disfraces de superhéroes y Star Wars. [1]​[14]​ [15]​ [16]​ Otros vinieron con trajes Do It Yourself, que consistían en armaduras hechos con cajas de refrescos, envases de comida rápida y otros objetos traídos de casa. Se llevaron a cabo tres 'peleas': un juego de piedra, papel y tijeras para los llamados Josh Swain, un segundo con fideos de piscina para todos los asistentes llamados Josh, y una tercera y última batalla para cualquiera en posesión de un fideo de piscina que esté dispuesto a participar. [17]​ Sólo dos de los asistentes se llamaron ""Josh Swain"": Josh Swain, el creador del evento, venció a un Josh Swain rival de 38 años de Omaha en el evento de piedra, papel y tijeras. [6]​ [18]​ Un niño de la zona de cuatro años llamado Josh Vinson Jr., apodado 'Little Josh' (Pequeño Josh), que había sido tratado en CH&MC en Omaha por ataques cuando tenía dos años, fue declarado ganador absoluto. Vinson Jr. fue coronado con una corona de papel de Burger King y una réplica del cinturón del AEW World Championship. [12]​[18]​[19]​ El padre de Vinson Jr., también llamado Josh, dijo después que su hijo había ""tenido el mejor momento de su vida"". [6]​ La reunión recaudó más de US$13,300 para la CH&MC, mucho más allá de su objetivo inicial de US$1,000, y recaudó más de 90 kg de alimentos para el banco de alimentos cercano. [2]​ [20]​ Desde entonces, la CH&MC ha mostrado su aprecio por la recaudación de fondos en las redes sociales. [21]​ "
